YELLOW	1.3946013016846326	2.94630807950213
BLUE	-1.9038209945040299	3.154755095230957
YELLOW	1.3771709250707687	2.9082368040787228
BLUE	-1.9777710753046114	3.2839692766667548
YELLOW	1.3782378826882513	2.9077315088408806
BLUE	-1.974846375836462	3.2857303297369667
YELLOW	2.23323019737963	9.369432677663136
YELLOW	1.3714921069213886	2.9104469664615524
BLUE	-1.991587371550991	3.3127880354090617
YELLOW	1.4453574952024126	3.048186995750459
BLUE	-2.0287312073987525	3.364245479766065
YELLOW	1.4359273412410118	3.0536406471572306
BLUE	-1.9461640085979168	3.232515579668166
YELLOW	1.4077785836375765	2.989407625174489
BLUE	-2.0109570315102783	3.33712844484886
YELLOW	1.4214029383577451	3.008079567901748
BLUE	-1.9611585670080487	3.257738989706041
YELLOW	1.3768600994321571	2.9073839163052635
BLUE	-1.940845710015544	3.1994202597492922
BLUE	-1.9971896900647095	3.3080160125450226
YELLOW	1.3894445658069485	2.9472720361964444
BLUE	-1.9676521712852892	3.2532160823550775
YELLOW	1.41052033566297	2.9885867752756567
BLUE	-1.972997156146974	3.250582789568042
YELLOW	1.3834161696479017	2.9274828968854334
BLUE	-1.926686230754919	3.207572101140849
BLUE	-1.9176861351237076	3.177908716795861
YELLOW	1.447967966463278	3.071277738522212
BLUE	-2.1007041613696336	3.4357336687692235
YELLOW	1.3389133211311302	2.8520108111626032
YELLOW	1.3912137994364218	3.023655577413677
BLUE	-2.195369912869503	3.5799758241035167
BLUE	-1.2143678135076394	9.7744879241214
YELLOW	1.2975566583292935	3.206232821288334
BLUE	-2.169625983674416	3.008334097950425
YELLOW	1.2709576556626194	3.2684972504640157
YELLOW	1.6381436559196092	9.697785803976032
YELLOW	1.2485890213220197	3.0827562056709197
BLUE	-1.2237735359089428	9.55402634808962
YELLOW	1.27780929829257	3.1656065639248183
YELLOW	1.3068450330576624	3.1905533183529338
YELLOW	1.3162513001369387	3.0570625935873696
BLUE	-2.0132896232962003	2.9369199064131526
BLUE	-2.267393659219194	3.5402650839215615
YELLOW	1.3215676919516983	2.928004222135456
BLUE	-2.099948077444966	3.2020764008209293
YELLOW	1.3054277904105431	2.9350510758244446
BLUE	-0.9050283531425785	9.937847569891032
YELLOW	1.2931928554649013	2.989344895652835
BLUE	-2.1656677768895864	3.1824587143011205
BLUE	-0.9862070930931058	9.979315436000485
BLUE	-2.0430120397536164	2.9996141733749218
YELLOW	1.31272388459334	2.9968878886363695
YELLOW	2.001943674683377	9.439817015502683
BLUE	-1.0474596057907368	9.624087955381476
YELLOW	1.3459254533252616	3.232863420237304
YELLOW	1.2528610343677138	3.0308020562955877
YELLOW	1.23256640541068	3.1425914041552123
YELLOW	1.7959141586472067	9.811060183705154
YELLOW	1.5605302934166225	9.670823199816729
YELLOW	1.2488102804621295	3.332714629430391
YELLOW	1.1807422869855948	3.2353937466044833
YELLOW	1.2135749708121197	3.3862733947713415
BLUE	-1.721875758306653	9.529048262197616
YELLOW	1.18655464392084	3.3607157053648304
YELLOW	1.404948358348553	9.793815369470817
BLUE	-1.7099973255765821	9.98104509722598
YELLOW	1.197276563652376	3.3403693407163906
YELLOW	1.3701483919310489	9.443860702860489
YELLOW	1.2049842704292972	3.291696613528424
YELLOW	1.6243887105621444	10.251360939458289
YELLOW	1.2143716516332173	3.333795806266786
YELLOW	1.492501595563755	9.69458312759436
BLUE	-1.6996721233599505	10.276441846327787
YELLOW	1.7020199772190154	9.899884161796415
YELLOW	1.3461176671110142	3.4191642775961375
YELLOW	1.3525849663268885	3.310180125677019
YELLOW	1.3384316881081262	3.2847139142189117
YELLOW	1.320941769489779	3.1769042111056747
BLUE	-1.0167684032005406	9.565672776932534
YELLOW	1.3890269175002032	3.3585437266685476
YELLOW	1.865906315381889	9.324403606565154
BLUE	-1.1473212648188462	10.358286245922534
YELLOW	1.3369904893788476	3.287148291623322
YELLOW	1.998403810701041	10.09125949988923
YELLOW	1.3839238021104032	3.4198638220198045
YELLOW	1.341400115236725	3.385455831955503
YELLOW	1.8029084668295496	9.49846658358396
YELLOW	1.814759158079311	9.745095064538623
YELLOW	1.2883627064808345	3.2537819004861515
BLUE	-1.3515167977715246	10.252378301065999
YELLOW	1.321168581451802	3.3140007394876756
YELLOW	1.7967304336643262	9.706644006310974
BLUE	-1.2114298443698264	9.621376995240688
YELLOW	1.2934505728461814	3.2452664358654992
BLUE	-1.23894279844201	10.035326871795636
YELLOW	1.4040563707913696	2.9662833559254196
BLUE	-1.9038209945040299	3.154755095230957
YELLOW	1.3862266924877293	2.927626628119737
BLUE	-1.977883436440065	3.283901549693984
YELLOW	1.3967698492334881	2.946754677153331
BLUE	-1.9748077586018473	3.2857535586477025
YELLOW	2.233340337677436	9.369406433688612
YELLOW	1.38168791941974	2.929770608833745
BLUE	-1.991663003874021	3.312140951846019
YELLOW	1.4348843334756303	3.0272556812311375
BLUE	-2.0292285850681258	3.3639454974096137
YELLOW	1.4357664272555382	3.053716334081152
BLUE	-1.9310105045653718	3.206971489464338
YELLOW	1.417287749302938	3.009020670307068
BLUE	-2.011136683244394	3.3360201799372953
YELLOW	1.401457683267702	2.967512022218263
BLUE	-1.9794132667003976	3.2825821177253838
YELLOW	1.375211081453065	2.9081637081862493
BLUE	-1.9409849082286486	3.199335771095645
BLUE	-1.9996608260254527	3.3069195380080245
YELLOW	1.3904382914057654	2.948274995279887
BLUE	-1.9512762172184006	3.228826646783159
YELLOW	1.4016035589383165	2.968915246547536
BLUE	-1.973229726579164	3.250441615556926
YELLOW	1.3832067080525028	2.9275818712375163
BLUE	-1.941701690558801	3.2321987933460576
BLUE	-1.9178868276439132	3.1767876778725284
YELLOW	1.4477739971332746	3.070369119260611
BLUE	-2.1014392633924683	3.4352847047327684
YELLOW	1.3946013016846326	2.94630807950213
BLUE	-1.874886759507361	3.1068091877397275
YELLOW	1.3847186105059237	2.9283399558198835
BLUE	-1.977855976352753	3.2839181020630095
YELLOW	1.3783285221432608	2.9076885612481194
BLUE	-1.9747439476769484	3.285791940628495
YELLOW	2.2335223305704774	9.369363065845823
YELLOW	1.3729921684743667	2.9097393756244396
BLUE	-1.9916137102347102	3.3127721961519527
YELLOW	1.4450760593979606	3.0493204281300317
BLUE	-2.02904180909502	3.3650581589717508
YELLOW	1.4356789896660214	3.053757456568004
BLUE	-1.9464269013063498	3.2323572392836666
YELLOW	1.4075712418514932	2.9895052582513792
BLUE	-2.027913113062392	3.3647386772035652
YELLOW	1.4016301640998372	2.9684305591008293
BLUE	-1.9633709253482192	3.2574061263142955
YELLOW	1.3753172208575184	2.9081135511624137
BLUE	-1.9257175625493002	3.174444674925692
BLUE	-1.997391348221474	3.308290805242188
YELLOW	1.389373701621729	2.948776832390328
BLUE	-1.9490636116744195	3.230163854687978
YELLOW	1.413253722439283	2.9882960873432665
BLUE	-1.9732231166628043	3.2504456281973906
YELLOW	1.3847453485454182	2.9268544086923467
BLUE	-1.9287197990801674	3.206350105092389
BLUE	-1.9171192814309432	3.177250496543582
YELLOW	1.4495883574890565	3.069513772765254
BLUE	-2.101631267565234	3.435167402516532
YELLOW	1.3910650010398218	3.0251786362282385
BLUE	-2.195729522243997	3.580138085194011
YELLOW	1.2895820620279121	3.18263394951004
BLUE	-2.2048609691839407	3.056266115896638
YELLOW	1.2709050211953583	3.265723845030115
YELLOW	1.2386685752823887	3.0586054792613804
BLUE	-1.2254165095251326	9.552192740561933
YELLOW	1.2877794095977833	3.1841512574301944
YELLOW	1.3070700132201762	3.190018666606786
YELLOW	1.3069595809633607	3.03510629231566
BLUE	-2.027295252682934	2.9576641350070716
BLUE	-2.245970592794632	3.513308290572184
YELLOW	1.3417682025085278	2.9668154290790794
